Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd26655_reduced,10,-6.68,6.13
ligand_Maybridge_HitDiscoverCmpd26656_reduced,10,-10.97,7.32
ligand_Maybridge_HitDiscoverCmpd26657_reduced,10,-9.81,7.34
ligand_Maybridge_HitDiscoverCmpd26658_reduced,10,-8.87,7.33
ligand_Maybridge_HitDiscoverCmpd26659_reduced,10,-10.43,7.83
ligand_Maybridge_HitDiscoverCmpd2665_reduced,10,-8.45,7.65
ligand_Maybridge_HitDiscoverCmpd26660_reduced,10,-7.40,5.22
ligand_Maybridge_HitDiscoverCmpd26661_reduced,10,-11.38,8.47
ligand_Maybridge_HitDiscoverCmpd26662_reduced,10,-8.31,5.36
ligand_Maybridge_HitDiscoverCmpd26663_reduced,10,-9.95,7.25
ligand_Maybridge_HitDiscoverCmpd26664_reduced,10,-9.78,7.12
ligand_Maybridge_HitDiscoverCmpd26665_reduced,10,-7.30,6.15
ligand_Maybridge_HitDiscoverCmpd26666_reduced,10,-8.17,7.20
ligand_Maybridge_HitDiscoverCmpd26667_reduced,10,-10.03,7.34
ligand_Maybridge_HitDiscoverCmpd26668_reduced,10,-8.35,7.13
ligand_Maybridge_HitDiscoverCmpd26669_reduced,10,-10.82,6.73
ligand_Maybridge_HitDiscoverCmpd2666_reduced,10,-9.59,8.13
ligand_Maybridge_HitDiscoverCmpd26670_reduced,10,-10.33,7.55
ligand_Maybridge_HitDiscoverCmpd26671_reduced,10,-3.39,7.88
ligand_Maybridge_HitDiscoverCmpd26672_reduced,10,-9.43,8.22
ligand_Maybridge_HitDiscoverCmpd26673_reduced,10,-9.72,7.66
ligand_Maybridge_HitDiscoverCmpd26674_reduced,10,-9.62,7.24
ligand_Maybridge_HitDiscoverCmpd26675_reduced,10,-7.52,6.12
ligand_Maybridge_HitDiscoverCmpd26676_reduced,10,-10.21,7.35
ligand_Maybridge_HitDiscoverCmpd26677_reduced,10,-7.48,7.33
ligand_Maybridge_HitDiscoverCmpd26678_reduced,10,-8.17,7.37
ligand_Maybridge_HitDiscoverCmpd26679_reduced,10,-9.46,7.54
ligand_Maybridge_HitDiscoverCmpd2667_reduced,10,-9.50,7.49
ligand_Maybridge_HitDiscoverCmpd26680_reduced,10,-12.22,7.85
ligand_Maybridge_HitDiscoverCmpd26681_reduced,10,-7.82,5.33
ligand_Maybridge_HitDiscoverCmpd26682_reduced,10,-7.13,5.94
ligand_Maybridge_HitDiscoverCmpd26683_reduced,10,-11.09,7.57
ligand_Maybridge_HitDiscoverCmpd26684_reduced,10,-9.56,7.20
ligand_Maybridge_HitDiscoverCmpd26685_reduced,10,-7.30,6.26
ligand_Maybridge_HitDiscoverCmpd26686_reduced,10,-10.32,6.47
ligand_Maybridge_HitDiscoverCmpd26687_reduced,10,-9.34,7.54
ligand_Maybridge_HitDiscoverCmpd26688_reduced,10,-7.72,6.63
ligand_Maybridge_HitDiscoverCmpd26689_reduced,10,-9.77,7.22
ligand_Maybridge_HitDiscoverCmpd2668_reduced,10,-10.90,7.39
ligand_Maybridge_HitDiscoverCmpd26690_reduced,10,-8.14,6.75
ligand_Maybridge_HitDiscoverCmpd26691_reduced,10,-11.27,8.11
ligand_Maybridge_HitDiscoverCmpd26692_reduced,10,-6.96,6.48
ligand_Maybridge_HitDiscoverCmpd26693_reduced,10,-9.88,7.21
ligand_Maybridge_HitDiscoverCmpd26694_reduced,10,-10.08,7.49
ligand_Maybridge_HitDiscoverCmpd26695_reduced,10,-7.85,6.26
ligand_Maybridge_HitDiscoverCmpd26696_reduced,10,-12.17,6.86
ligand_Maybridge_HitDiscoverCmpd26697_reduced,10,-10.51,7.13
ligand_Maybridge_HitDiscoverCmpd26698_reduced,10,-8.97,6.17
ligand_Maybridge_HitDiscoverCmpd26699_reduced,10,-9.72,6.54
ligand_Maybridge_HitDiscoverCmpd2669_reduced,10,-9.33,6.32
ligand_Maybridge_HitDiscoverCmpd26700_reduced,10,-9.56,7.25
ligand_Maybridge_HitDiscoverCmpd26701_reduced,10,-10.17,6.62
ligand_Maybridge_HitDiscoverCmpd26702_reduced,10,-10.63,7.82
ligand_Maybridge_HitDiscoverCmpd26703_reduced,10,-7.72,6.44
ligand_Maybridge_HitDiscoverCmpd26704_reduced,10,-8.99,6.36
ligand_Maybridge_HitDiscoverCmpd26705_reduced,10,-10.07,7.44
ligand_Maybridge_HitDiscoverCmpd26706_reduced,10,-12.85,7.12
ligand_Maybridge_HitDiscoverCmpd26707_reduced,10,-11.45,7.17
ligand_Maybridge_HitDiscoverCmpd26708_reduced,10,-8.09,5.81
ligand_Maybridge_HitDiscoverCmpd26709_reduced,10,-9.81,6.74
ligand_Maybridge_HitDiscoverCmpd2670_reduced,10,-6.79,6.11
ligand_Maybridge_HitDiscoverCmpd26710_reduced,10,-9.91,6.48
ligand_Maybridge_HitDiscoverCmpd26711_reduced,10,-10.06,6.56
ligand_Maybridge_HitDiscoverCmpd26712_reduced,10,-11.33,6.51
ligand_Maybridge_HitDiscoverCmpd26713_reduced,10,-9.39,6.20
ligand_Maybridge_HitDiscoverCmpd26714_reduced,10,-9.25,6.52
ligand_Maybridge_HitDiscoverCmpd26715_reduced,10,-8.35,7.12
ligand_Maybridge_HitDiscoverCmpd26716_reduced,10,-13.24,7.56
ligand_Maybridge_HitDiscoverCmpd26717_reduced,10,-8.85,6.20
ligand_Maybridge_HitDiscoverCmpd26718_reduced,10,-6.96,6.28
ligand_Maybridge_HitDiscoverCmpd26719_reduced,10,-9.56,6.58
ligand_Maybridge_HitDiscoverCmpd2671_reduced,10,-10.86,8.01
ligand_Maybridge_HitDiscoverCmpd26720_reduced,10,-9.85,6.59
ligand_Maybridge_HitDiscoverCmpd26721_reduced,10,-12.57,7.19
ligand_Maybridge_HitDiscoverCmpd26722_reduced,10,-10.65,7.17
ligand_Maybridge_HitDiscoverCmpd26723_reduced,10,-8.02,6.81
ligand_Maybridge_HitDiscoverCmpd26724_reduced,10,-9.43,6.52
ligand_Maybridge_HitDiscoverCmpd26725_reduced,10,-7.62,7.13
ligand_Maybridge_HitDiscoverCmpd26726_reduced,10,-11.28,7.81
ligand_Maybridge_HitDiscoverCmpd26727_reduced,10,-9.34,8.15
ligand_Maybridge_HitDiscoverCmpd26728_reduced,10,-7.72,5.67
ligand_Maybridge_HitDiscoverCmpd26729_reduced,10,-9.81,6.47
ligand_Maybridge_HitDiscoverCmpd2672_reduced,10,-7.79,6.98
ligand_Maybridge_HitDiscoverCmpd26730_reduced,10,-9.64,6.79
ligand_Maybridge_HitDiscoverCmpd26731_reduced,10,-5.53,8.07
ligand_Maybridge_HitDiscoverCmpd26732_reduced,10,-7.76,6.56
ligand_Maybridge_HitDiscoverCmpd26733_reduced,10,-8.88,6.61
ligand_Maybridge_HitDiscoverCmpd26734_reduced,10,-11.58,6.77
ligand_Maybridge_HitDiscoverCmpd26735_reduced,10,-9.83,7.34
ligand_Maybridge_HitDiscoverCmpd26736_reduced,10,-11.75,7.99
ligand_Maybridge_HitDiscoverCmpd26737_reduced,10,-5.80,5.34
ligand_Maybridge_HitDiscoverCmpd26738_reduced,10,-7.49,6.62
ligand_Maybridge_HitDiscoverCmpd26739_reduced,10,-9.47,6.69
ligand_Maybridge_HitDiscoverCmpd2673_reduced,10,-9.42,7.70
ligand_Maybridge_HitDiscoverCmpd26740_reduced,10,-10.26,7.41
ligand_Maybridge_HitDiscoverCmpd26741_reduced,10,-7.11,8.01
ligand_Maybridge_HitDiscoverCmpd26742_reduced,10,-10.06,7.31
ligand_Maybridge_HitDiscoverCmpd26743_reduced,10,-9.36,6.76
ligand_Maybridge_HitDiscoverCmpd26744_reduced,10,-9.99,6.56
ligand_Maybridge_HitDiscoverCmpd26745_reduced,10,-8.86,7.65
ligand_Maybridge_HitDiscoverCmpd26746_reduced,10,-11.35,6.80
ligand_Maybridge_HitDiscoverCmpd26747_reduced,10,-8.69,6.26
ligand_Maybridge_HitDiscoverCmpd26748_reduced,10,-5.44,6.55
ligand_Maybridge_HitDiscoverCmpd26749_reduced,10,-9.54,7.06
ligand_Maybridge_HitDiscoverCmpd2674_reduced,10,-10.38,7.47
ligand_Maybridge_HitDiscoverCmpd26750_reduced,10,-9.60,7.37
ligand_Maybridge_HitDiscoverCmpd26751_reduced,10,-6.57,8.06
ligand_Maybridge_HitDiscoverCmpd26752_reduced,10,-8.47,6.46
ligand_Maybridge_HitDiscoverCmpd26753_reduced,10,-9.23,6.06
ligand_Maybridge_HitDiscoverCmpd26754_reduced,10,-9.55,6.70
ligand_Maybridge_HitDiscoverCmpd26755_reduced,10,-8.92,7.25
ligand_Maybridge_HitDiscoverCmpd26756_reduced,10,-10.86,7.17
ligand_Maybridge_HitDiscoverCmpd26757_reduced,10,-9.73,6.21
ligand_Maybridge_HitDiscoverCmpd26758_reduced,10,-5.04,6.20
ligand_Maybridge_HitDiscoverCmpd26759_reduced,10,-11.19,7.00
ligand_Maybridge_HitDiscoverCmpd2675_reduced,10,-9.09,6.54
ligand_Maybridge_HitDiscoverCmpd26760_reduced,10,-9.82,7.50
ligand_Maybridge_HitDiscoverCmpd26761_reduced,10,-9.43,7.87
ligand_Maybridge_HitDiscoverCmpd26762_reduced,10,-7.34,7.98
ligand_Maybridge_HitDiscoverCmpd26763_reduced,10,-8.47,6.38
ligand_Maybridge_HitDiscoverCmpd26764_reduced,10,-9.70,6.67
ligand_Maybridge_HitDiscoverCmpd26765_reduced,10,-8.65,5.95
ligand_Maybridge_HitDiscoverCmpd26766_reduced,10,-11.11,7.18
ligand_Maybridge_HitDiscoverCmpd26767_reduced,10,-7.62,5.77
ligand_Maybridge_HitDiscoverCmpd26768_reduced,10,-9.70,6.44
ligand_Maybridge_HitDiscoverCmpd26769_reduced,10,-10.12,6.84
ligand_Maybridge_HitDiscoverCmpd2676_reduced,10,-11.02,8.12
ligand_Maybridge_HitDiscoverCmpd26770_reduced,10,-10.35,6.69
ligand_Maybridge_HitDiscoverCmpd26771_reduced,10,-10.76,7.92
ligand_Maybridge_HitDiscoverCmpd26772_reduced,10,-9.35,6.10
ligand_Maybridge_HitDiscoverCmpd26773_reduced,10,-10.57,6.67
ligand_Maybridge_HitDiscoverCmpd26774_reduced,10,-8.66,6.81
ligand_Maybridge_HitDiscoverCmpd26775_reduced,10,-8.74,6.56
ligand_Maybridge_HitDiscoverCmpd26776_reduced,10,-12.53,8.08
ligand_Maybridge_HitDiscoverCmpd26777_reduced,10,-7.88,6.31
ligand_Maybridge_HitDiscoverCmpd26778_reduced,10,-9.38,7.33
ligand_Maybridge_HitDiscoverCmpd26779_reduced,10,-9.69,7.81
ligand_Maybridge_HitDiscoverCmpd2677_reduced,10,-8.88,7.39
ligand_Maybridge_HitDiscoverCmpd26780_reduced,10,-10.30,7.22
ligand_Maybridge_HitDiscoverCmpd26781_reduced,10,-8.46,7.17
ligand_Maybridge_HitDiscoverCmpd26782_reduced,10,-12.45,8.31
ligand_Maybridge_HitDiscoverCmpd26783_reduced,10,-8.57,6.97
ligand_Maybridge_HitDiscoverCmpd26784_reduced,10,-11.69,7.76
ligand_Maybridge_HitDiscoverCmpd26785_reduced,10,-10.71,7.34
ligand_Maybridge_HitDiscoverCmpd26786_reduced,10,-10.86,7.30
ligand_Maybridge_HitDiscoverCmpd26787_reduced,10,-9.29,6.76
ligand_Maybridge_HitDiscoverCmpd26788_reduced,10,-9.40,7.50
ligand_Maybridge_HitDiscoverCmpd26789_reduced,10,-8.95,7.30
ligand_Maybridge_HitDiscoverCmpd2678_reduced,10,-8.47,6.77
ligand_Maybridge_HitDiscoverCmpd26790_reduced,10,-10.65,7.89
ligand_Maybridge_HitDiscoverCmpd26791_reduced,10,-9.82,7.79
ligand_Maybridge_HitDiscoverCmpd26792_reduced,10,-8.86,8.05
ligand_Maybridge_HitDiscoverCmpd26793_reduced,10,-11.08,7.76
ligand_Maybridge_HitDiscoverCmpd26794_reduced,10,-11.50,8.25
ligand_Maybridge_HitDiscoverCmpd26795_reduced,10,-9.72,6.90
ligand_Maybridge_HitDiscoverCmpd26796_reduced,10,-11.48,7.44
ligand_Maybridge_HitDiscoverCmpd26797_reduced,10,-9.56,6.80
ligand_Maybridge_HitDiscoverCmpd26798_reduced,10,-10.14,7.49
ligand_Maybridge_HitDiscoverCmpd26799_reduced,10,-9.73,7.30
ligand_Maybridge_HitDiscoverCmpd2679_reduced,10,-7.53,7.36
ligand_Maybridge_HitDiscoverCmpd267_reduced,10,-8.51,7.47
ligand_Maybridge_HitDiscoverCmpd26800_reduced,10,-8.06,7.94
ligand_Maybridge_HitDiscoverCmpd26801_reduced,10,-9.53,8.04
ligand_Maybridge_HitDiscoverCmpd26802_reduced,10,-11.04,8.25
ligand_Maybridge_HitDiscoverCmpd26803_reduced,10,-8.74,6.61
ligand_Maybridge_HitDiscoverCmpd26804_reduced,10,-9.29,6.42
ligand_Maybridge_HitDiscoverCmpd26805_reduced,10,-10.10,7.33
ligand_Maybridge_HitDiscoverCmpd26806_reduced,10,-5.84,4.50
ligand_Maybridge_HitDiscoverCmpd26807_reduced,10,-7.59,6.72
ligand_Maybridge_HitDiscoverCmpd26808_reduced,10,-12.29,7.98
ligand_Maybridge_HitDiscoverCmpd26809_reduced,10,-9.41,7.26
ligand_Maybridge_HitDiscoverCmpd2680_reduced,10,-6.94,6.90
ligand_Maybridge_HitDiscoverCmpd26810_reduced,10,-11.29,6.92
ligand_Maybridge_HitDiscoverCmpd26811_reduced,10,-9.18,6.66
ligand_Maybridge_HitDiscoverCmpd26812_reduced,10,-10.17,8.15
ligand_Maybridge_HitDiscoverCmpd26813_reduced,10,-9.46,6.44
ligand_Maybridge_HitDiscoverCmpd26814_reduced,10,-7.71,5.99
ligand_Maybridge_HitDiscoverCmpd26815_reduced,10,-9.98,7.09
ligand_Maybridge_HitDiscoverCmpd26816_reduced,10,-6.66,5.26
ligand_Maybridge_HitDiscoverCmpd26817_reduced,10,-11.12,8.46
ligand_Maybridge_HitDiscoverCmpd26818_reduced,10,-10.05,7.45
ligand_Maybridge_HitDiscoverCmpd26819_reduced,10,-11.52,7.36
ligand_Maybridge_HitDiscoverCmpd2681_reduced,10,-7.80,6.33
ligand_Maybridge_HitDiscoverCmpd26820_reduced,10,-9.06,6.74
ligand_Maybridge_HitDiscoverCmpd26821_reduced,10,-9.00,8.00
ligand_Maybridge_HitDiscoverCmpd26822_reduced,10,-10.42,7.11
ligand_Maybridge_HitDiscoverCmpd26823_reduced,10,-10.57,7.64
ligand_Maybridge_HitDiscoverCmpd26824_reduced,10,-9.14,6.97
ligand_Maybridge_HitDiscoverCmpd26825_reduced,10,-7.12,6.94
ligand_Maybridge_HitDiscoverCmpd26826_reduced,10,-7.32,4.97
ligand_Maybridge_HitDiscoverCmpd26827_reduced,10,-9.86,7.17
ligand_Maybridge_HitDiscoverCmpd26828_reduced,10,-12.02,8.40
ligand_Maybridge_HitDiscoverCmpd26829_reduced,10,-9.54,8.08
ligand_Maybridge_HitDiscoverCmpd2682_reduced,10,-6.94,6.61
ligand_Maybridge_HitDiscoverCmpd26830_reduced,10,-8.62,8.20
ligand_Maybridge_HitDiscoverCmpd26831_reduced,10,-10.00,7.23
ligand_Maybridge_HitDiscoverCmpd26832_reduced,10,-9.15,6.71
ligand_Maybridge_HitDiscoverCmpd26833_reduced,10,-11.13,7.77
ligand_Maybridge_HitDiscoverCmpd26834_reduced,10,-9.68,7.89
ligand_Maybridge_HitDiscoverCmpd26835_reduced,10,-8.53,7.00
ligand_Maybridge_HitDiscoverCmpd26836_reduced,10,-9.25,6.26
ligand_Maybridge_HitDiscoverCmpd26837_reduced,10,-8.11,6.55
ligand_Maybridge_HitDiscoverCmpd26838_reduced,10,-9.99,8.19
ligand_Maybridge_HitDiscoverCmpd26839_reduced,10,-8.65,7.20
ligand_Maybridge_HitDiscoverCmpd2683_reduced,10,-8.04,6.43
ligand_Maybridge_HitDiscoverCmpd26840_reduced,10,-9.14,7.79
ligand_Maybridge_HitDiscoverCmpd26841_reduced,10,-9.62,6.64
ligand_Maybridge_HitDiscoverCmpd26842_reduced,10,-11.65,7.92
ligand_Maybridge_HitDiscoverCmpd26843_reduced,10,-12.04,7.95
ligand_Maybridge_HitDiscoverCmpd26844_reduced,10,-9.11,6.81
ligand_Maybridge_HitDiscoverCmpd26845_reduced,10,-10.92,7.67
ligand_Maybridge_HitDiscoverCmpd26846_reduced,10,-9.44,6.99
ligand_Maybridge_HitDiscoverCmpd26847_reduced,10,-9.92,7.16
ligand_Maybridge_HitDiscoverCmpd26848_reduced,10,-12.40,8.31
ligand_Maybridge_HitDiscoverCmpd26849_reduced,10,-9.76,7.97
ligand_Maybridge_HitDiscoverCmpd2684_reduced,10,-9.91,7.33
ligand_Maybridge_HitDiscoverCmpd26850_reduced,10,-8.70,7.52
ligand_Maybridge_HitDiscoverCmpd26851_reduced,10,-9.53,6.92
ligand_Maybridge_HitDiscoverCmpd26852_reduced,10,-10.11,7.39
ligand_Maybridge_HitDiscoverCmpd26853_reduced,10,-10.72,6.86
ligand_Maybridge_HitDiscoverCmpd26854_reduced,10,-10.54,7.43
ligand_Maybridge_HitDiscoverCmpd26855_reduced,10,-10.63,7.31
ligand_Maybridge_HitDiscoverCmpd26856_reduced,10,-9.31,7.72
ligand_Maybridge_HitDiscoverCmpd26857_reduced,10,-7.63,5.47
ligand_Maybridge_HitDiscoverCmpd26858_reduced,10,-9.03,7.97
ligand_Maybridge_HitDiscoverCmpd26859_reduced,10,-11.00,7.53
ligand_Maybridge_HitDiscoverCmpd2685_reduced,10,-5.51,4.97
ligand_Maybridge_HitDiscoverCmpd26860_reduced,10,-10.98,8.33
ligand_Maybridge_HitDiscoverCmpd26861_reduced,10,-8.37,5.82
ligand_Maybridge_HitDiscoverCmpd26862_reduced,10,-11.25,8.09
ligand_Maybridge_HitDiscoverCmpd26863_reduced,10,-8.50,6.06
ligand_Maybridge_HitDiscoverCmpd26864_reduced,10,-9.89,7.57
ligand_Maybridge_HitDiscoverCmpd26865_reduced,10,-10.56,7.65
ligand_Maybridge_HitDiscoverCmpd26866_reduced,10,-7.32,7.58
ligand_Maybridge_HitDiscoverCmpd26867_reduced,10,-8.86,6.89
ligand_Maybridge_HitDiscoverCmpd26868_reduced,10,-9.75,5.76
ligand_Maybridge_HitDiscoverCmpd26869_reduced,10,-10.03,7.14
ligand_Maybridge_HitDiscoverCmpd2686_reduced,10,-8.25,8.07
ligand_Maybridge_HitDiscoverCmpd26870_reduced,10,-8.54,7.40
ligand_Maybridge_HitDiscoverCmpd26871_reduced,10,-10.91,6.77
ligand_Maybridge_HitDiscoverCmpd26872_reduced,10,-10.38,8.15
ligand_Maybridge_HitDiscoverCmpd26873_reduced,10,-10.65,6.75
ligand_Maybridge_HitDiscoverCmpd26874_reduced,10,-10.90,7.30
ligand_Maybridge_HitDiscoverCmpd26875_reduced,10,-10.74,8.40
ligand_Maybridge_HitDiscoverCmpd26876_reduced,10,-9.47,6.91
ligand_Maybridge_HitDiscoverCmpd26877_reduced,10,-10.41,7.46
ligand_Maybridge_HitDiscoverCmpd26878_reduced,10,-9.12,5.64
ligand_Maybridge_HitDiscoverCmpd26879_reduced,10,-10.31,7.03
ligand_Maybridge_HitDiscoverCmpd2687_reduced,10,-7.70,7.45
ligand_Maybridge_HitDiscoverCmpd26880_reduced,10,-9.43,7.65
ligand_Maybridge_HitDiscoverCmpd26881_reduced,10,-11.09,7.63
ligand_Maybridge_HitDiscoverCmpd26882_reduced,10,-11.30,6.98
ligand_Maybridge_HitDiscoverCmpd26883_reduced,10,-9.02,6.33
ligand_Maybridge_HitDiscoverCmpd26884_reduced,10,-9.91,7.00
ligand_Maybridge_HitDiscoverCmpd26885_reduced,10,-11.52,8.39
ligand_Maybridge_HitDiscoverCmpd26886_reduced,10,-9.26,5.54
ligand_Maybridge_HitDiscoverCmpd26887_reduced,10,-10.76,7.68
ligand_Maybridge_HitDiscoverCmpd26888_reduced,10,-10.44,5.89
ligand_Maybridge_HitDiscoverCmpd26889_reduced,10,-9.53,7.26
ligand_Maybridge_HitDiscoverCmpd2688_reduced,10,-9.12,6.72
ligand_Maybridge_HitDiscoverCmpd26890_reduced,10,-7.36,5.13
ligand_Maybridge_HitDiscoverCmpd26891_reduced,10,-10.15,8.08
ligand_Maybridge_HitDiscoverCmpd26892_reduced,10,-10.06,6.64
ligand_Maybridge_HitDiscoverCmpd26893_reduced,10,-9.76,7.08
ligand_Maybridge_HitDiscoverCmpd26894_reduced,10,-9.22,8.38
ligand_Maybridge_HitDiscoverCmpd26895_reduced,10,-9.42,5.63
ligand_Maybridge_HitDiscoverCmpd26896_reduced,10,-9.82,5.93
ligand_Maybridge_HitDiscoverCmpd26897_reduced,10,-8.75,6.39
ligand_Maybridge_HitDiscoverCmpd26898_reduced,10,-10.05,6.66
ligand_Maybridge_HitDiscoverCmpd26899_reduced,10,-9.75,7.86
ligand_Maybridge_HitDiscoverCmpd2689_reduced,10,-9.33,6.47
ligand_Maybridge_HitDiscoverCmpd268_reduced,10,-12.14,8.06
ligand_Maybridge_HitDiscoverCmpd26900_reduced,10,-12.42,8.00
ligand_Maybridge_HitDiscoverCmpd26901_reduced,10,-11.18,8.07
ligand_Maybridge_HitDiscoverCmpd26902_reduced,10,-10.42,6.64
ligand_Maybridge_HitDiscoverCmpd26903_reduced,10,-7.92,5.35
ligand_Maybridge_HitDiscoverCmpd26904_reduced,10,-10.21,7.60
ligand_Maybridge_HitDiscoverCmpd26905_reduced,10,-8.74,5.52
ligand_Maybridge_HitDiscoverCmpd26906_reduced,10,-7.81,5.85
ligand_Maybridge_HitDiscoverCmpd26907_reduced,10,-7.40,5.66
ligand_Maybridge_HitDiscoverCmpd26908_reduced,10,-9.35,7.00
ligand_Maybridge_HitDiscoverCmpd26909_reduced,10,-10.33,7.36
ligand_Maybridge_HitDiscoverCmpd2690_reduced,10,-7.32,5.47
ligand_Maybridge_HitDiscoverCmpd26910_reduced,10,-10.96,7.17
ligand_Maybridge_HitDiscoverCmpd26911_reduced,10,-11.49,8.25
ligand_Maybridge_HitDiscoverCmpd26912_reduced,10,-10.67,7.62
ligand_Maybridge_HitDiscoverCmpd26913_reduced,10,-10.72,7.75
ligand_Maybridge_HitDiscoverCmpd26914_reduced,10,-10.43,6.75
ligand_Maybridge_HitDiscoverCmpd26915_reduced,10,-6.57,5.42
ligand_Maybridge_HitDiscoverCmpd26916_reduced,10,-11.94,7.39
ligand_Maybridge_HitDiscoverCmpd26917_reduced,10,-9.09,7.39
ligand_Maybridge_HitDiscoverCmpd26918_reduced,10,-10.29,7.33
ligand_Maybridge_HitDiscoverCmpd26919_reduced,10,-10.30,7.82
ligand_Maybridge_HitDiscoverCmpd2691_reduced,10,-9.70,6.50
ligand_Maybridge_HitDiscoverCmpd26920_reduced,10,-9.62,8.07
ligand_Maybridge_HitDiscoverCmpd26921_reduced,10,-10.84,8.24
ligand_Maybridge_HitDiscoverCmpd26922_reduced,10,-11.71,7.16
ligand_Maybridge_HitDiscoverCmpd26923_reduced,10,-11.04,8.15
ligand_Maybridge_HitDiscoverCmpd26924_reduced,10,-7.81,5.58
ligand_Maybridge_HitDiscoverCmpd26925_reduced,10,-9.62,8.24
ligand_Maybridge_HitDiscoverCmpd26926_reduced,10,-7.93,6.00
ligand_Maybridge_HitDiscoverCmpd26927_reduced,10,-10.05,8.21
ligand_Maybridge_HitDiscoverCmpd26928_reduced,10,-8.64,5.47
ligand_Maybridge_HitDiscoverCmpd26929_reduced,10,-10.46,7.99
ligand_Maybridge_HitDiscoverCmpd2692_reduced,10,-9.76,6.85
ligand_Maybridge_HitDiscoverCmpd26930_reduced,10,-10.57,6.57
ligand_Maybridge_HitDiscoverCmpd26931_reduced,10,-9.26,8.17
ligand_Maybridge_HitDiscoverCmpd26932_reduced,10,-8.45,6.60
ligand_Maybridge_HitDiscoverCmpd26933_reduced,10,-10.40,7.09
ligand_Maybridge_HitDiscoverCmpd26934_reduced,10,-10.67,8.31
ligand_Maybridge_HitDiscoverCmpd26935_reduced,10,-8.68,6.42
ligand_Maybridge_HitDiscoverCmpd26936_reduced,10,-11.02,8.10
ligand_Maybridge_HitDiscoverCmpd26937_reduced,10,-9.54,7.15
ligand_Maybridge_HitDiscoverCmpd26938_reduced,10,-8.41,7.04
ligand_Maybridge_HitDiscoverCmpd26939_reduced,10,-9.14,7.39
ligand_Maybridge_HitDiscoverCmpd2693_reduced,10,-8.81,6.75
ligand_Maybridge_HitDiscoverCmpd26940_reduced,10,-7.38,5.24
ligand_Maybridge_HitDiscoverCmpd26941_reduced,10,-8.19,6.39
ligand_Maybridge_HitDiscoverCmpd26942_reduced,10,-9.47,6.98
ligand_Maybridge_HitDiscoverCmpd26943_reduced,10,-8.38,5.81
ligand_Maybridge_HitDiscoverCmpd26944_reduced,10,-10.59,8.10
ligand_Maybridge_HitDiscoverCmpd26945_reduced,10,-8.71,6.88
ligand_Maybridge_HitDiscoverCmpd26946_reduced,10,-11.09,8.56
ligand_Maybridge_HitDiscoverCmpd26947_reduced,10,-11.10,6.60
ligand_Maybridge_HitDiscoverCmpd26948_reduced,10,-10.41,6.67
ligand_Maybridge_HitDiscoverCmpd26949_reduced,10,-8.27,7.60
ligand_Maybridge_HitDiscoverCmpd2694_reduced,10,-10.24,7.06
ligand_Maybridge_HitDiscoverCmpd26950_reduced,10,-8.77,6.79
ligand_Maybridge_HitDiscoverCmpd26951_reduced,10,-9.79,7.68
ligand_Maybridge_HitDiscoverCmpd26952_reduced,10,-10.32,7.01
ligand_Maybridge_HitDiscoverCmpd26953_reduced,10,-11.05,8.10
ligand_Maybridge_HitDiscoverCmpd26954_reduced,10,-10.05,6.97
ligand_Maybridge_HitDiscoverCmpd26955_reduced,10,-10.86,8.07
ligand_Maybridge_HitDiscoverCmpd26956_reduced,10,-11.01,6.83
ligand_Maybridge_HitDiscoverCmpd26957_reduced,10,-11.44,7.29
ligand_Maybridge_HitDiscoverCmpd26958_reduced,10,-9.04,5.96
ligand_Maybridge_HitDiscoverCmpd26959_reduced,10,-7.46,6.34
ligand_Maybridge_HitDiscoverCmpd2695_reduced,10,-9.43,7.32
ligand_Maybridge_HitDiscoverCmpd26960_reduced,10,-9.68,6.66
ligand_Maybridge_HitDiscoverCmpd26961_reduced,10,-8.16,7.26
ligand_Maybridge_HitDiscoverCmpd26962_reduced,10,-9.64,7.57
ligand_Maybridge_HitDiscoverCmpd26963_reduced,10,-10.87,8.12
ligand_Maybridge_HitDiscoverCmpd26964_reduced,10,-9.43,7.67
ligand_Maybridge_HitDiscoverCmpd26965_reduced,10,-11.82,6.76
ligand_Maybridge_HitDiscoverCmpd26966_reduced,10,-8.93,6.31
ligand_Maybridge_HitDiscoverCmpd26967_reduced,10,-8.74,6.40
ligand_Maybridge_HitDiscoverCmpd26968_reduced,10,-7.93,6.95
ligand_Maybridge_HitDiscoverCmpd26969_reduced,10,-9.87,7.17
ligand_Maybridge_HitDiscoverCmpd2696_reduced,10,-9.72,6.79
ligand_Maybridge_HitDiscoverCmpd26970_reduced,10,-8.43,6.81
ligand_Maybridge_HitDiscoverCmpd26971_reduced,10,-8.09,8.34
ligand_Maybridge_HitDiscoverCmpd26972_reduced,10,-10.63,7.99
ligand_Maybridge_HitDiscoverCmpd26973_reduced,10,-11.61,8.10
ligand_Maybridge_HitDiscoverCmpd26974_reduced,10,-11.15,6.70
ligand_Maybridge_HitDiscoverCmpd26975_reduced,10,-8.42,6.85
ligand_Maybridge_HitDiscoverCmpd26976_reduced,10,-7.14,4.62
ligand_Maybridge_HitDiscoverCmpd26977_reduced,10,-7.89,6.06
ligand_Maybridge_HitDiscoverCmpd26978_reduced,10,-10.96,7.92
