Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd50353_reduced,10,-7.34,6.53
ligand_Maybridge_HitDiscoverCmpd50354_reduced,10,-8.01,5.84
ligand_Maybridge_HitDiscoverCmpd50355_reduced,10,-8.47,6.11
ligand_Maybridge_HitDiscoverCmpd50356_reduced,10,-7.44,5.89
ligand_Maybridge_HitDiscoverCmpd50357_reduced,10,-11.36,7.74
ligand_Maybridge_HitDiscoverCmpd50358_reduced,10,-10.75,7.66
ligand_Maybridge_HitDiscoverCmpd50359_reduced,10,-9.49,7.01
ligand_Maybridge_HitDiscoverCmpd5035_reduced,10,-8.60,6.01
ligand_Maybridge_HitDiscoverCmpd50360_reduced,10,-6.82,6.72
ligand_Maybridge_HitDiscoverCmpd50361_reduced,10,-7.22,5.07
ligand_Maybridge_HitDiscoverCmpd50363_reduced,10,-8.83,6.29
ligand_Maybridge_HitDiscoverCmpd50364_reduced,10,-8.13,5.83
ligand_Maybridge_HitDiscoverCmpd50365_reduced,10,-8.52,5.73
ligand_Maybridge_HitDiscoverCmpd50366_reduced,10,-8.40,5.74
ligand_Maybridge_HitDiscoverCmpd50367_reduced,10,-11.29,8.01
ligand_Maybridge_HitDiscoverCmpd50368_reduced,10,-8.38,7.21
ligand_Maybridge_HitDiscoverCmpd50369_reduced,10,-11.29,8.00
ligand_Maybridge_HitDiscoverCmpd5036_reduced,10,-10.11,7.02
ligand_Maybridge_HitDiscoverCmpd50370_reduced,10,-7.86,6.71
ligand_Maybridge_HitDiscoverCmpd50371_reduced,10,-8.75,5.40
ligand_Maybridge_HitDiscoverCmpd50372_reduced,10,-8.31,7.90
ligand_Maybridge_HitDiscoverCmpd50373_reduced,10,-5.77,4.68
ligand_Maybridge_HitDiscoverCmpd50374_reduced,10,-7.85,5.44
ligand_Maybridge_HitDiscoverCmpd50375_reduced,10,-9.06,6.24
ligand_Maybridge_HitDiscoverCmpd50376_reduced,10,-7.96,5.08
ligand_Maybridge_HitDiscoverCmpd50377_reduced,10,-12.54,8.11
ligand_Maybridge_HitDiscoverCmpd50378_reduced,10,-6.13,5.41
ligand_Maybridge_HitDiscoverCmpd50379_reduced,10,-11.38,7.77
ligand_Maybridge_HitDiscoverCmpd5037_reduced,10,-9.26,6.96
ligand_Maybridge_HitDiscoverCmpd50380_reduced,10,-8.64,7.00
ligand_Maybridge_HitDiscoverCmpd50381_reduced,10,-10.96,7.17
ligand_Maybridge_HitDiscoverCmpd50382_reduced,10,-8.20,5.45
ligand_Maybridge_HitDiscoverCmpd50383_reduced,10,-9.41,6.27
ligand_Maybridge_HitDiscoverCmpd50384_reduced,10,-10.49,7.21
ligand_Maybridge_HitDiscoverCmpd50385_reduced,10,-10.98,7.42
ligand_Maybridge_HitDiscoverCmpd50386_reduced,10,-10.81,7.43
ligand_Maybridge_HitDiscoverCmpd50387_reduced,10,-11.07,7.85
ligand_Maybridge_HitDiscoverCmpd50388_reduced,10,-7.83,6.03
ligand_Maybridge_HitDiscoverCmpd50389_reduced,10,-10.26,8.25
ligand_Maybridge_HitDiscoverCmpd5038_reduced,10,-8.82,6.63
ligand_Maybridge_HitDiscoverCmpd50390_reduced,10,-10.34,6.96
ligand_Maybridge_HitDiscoverCmpd50391_reduced,10,-10.83,7.67
ligand_Maybridge_HitDiscoverCmpd50393_reduced,10,-7.14,7.29
ligand_Maybridge_HitDiscoverCmpd50394_reduced,10,-10.65,7.63
ligand_Maybridge_HitDiscoverCmpd50395_reduced,10,-11.88,8.05
ligand_Maybridge_HitDiscoverCmpd50396_reduced,10,-11.45,7.75
ligand_Maybridge_HitDiscoverCmpd50397_reduced,10,-9.12,6.92
ligand_Maybridge_HitDiscoverCmpd50398_reduced,10,-7.91,6.50
ligand_Maybridge_HitDiscoverCmpd50399_reduced,10,-10.89,7.91
ligand_Maybridge_HitDiscoverCmpd5039_reduced,10,-7.44,6.41
ligand_Maybridge_HitDiscoverCmpd503_reduced,10,-9.75,7.46
ligand_Maybridge_HitDiscoverCmpd50400_reduced,10,-7.65,6.32
ligand_Maybridge_HitDiscoverCmpd50401_reduced,10,-9.69,7.14
ligand_Maybridge_HitDiscoverCmpd50402_reduced,10,-8.69,6.34
ligand_Maybridge_HitDiscoverCmpd50403_reduced,10,-9.02,6.73
ligand_Maybridge_HitDiscoverCmpd50404_reduced,10,-11.02,7.29
ligand_Maybridge_HitDiscoverCmpd50405_reduced,10,-10.42,7.72
ligand_Maybridge_HitDiscoverCmpd50406_reduced,10,-11.36,7.96
ligand_Maybridge_HitDiscoverCmpd50407_reduced,10,-9.16,7.03
ligand_Maybridge_HitDiscoverCmpd50408_reduced,10,-5.90,5.52
ligand_Maybridge_HitDiscoverCmpd50409_reduced,10,-10.15,7.61
ligand_Maybridge_HitDiscoverCmpd5040_reduced,10,-11.28,7.44
ligand_Maybridge_HitDiscoverCmpd50410_reduced,10,-11.35,7.02
ligand_Maybridge_HitDiscoverCmpd50411_reduced,10,-10.77,7.87
ligand_Maybridge_HitDiscoverCmpd50412_reduced,10,-8.50,5.97
ligand_Maybridge_HitDiscoverCmpd50413_reduced,10,-10.29,7.11
ligand_Maybridge_HitDiscoverCmpd50414_reduced,10,-7.94,6.23
ligand_Maybridge_HitDiscoverCmpd50415_reduced,10,-11.98,7.34
ligand_Maybridge_HitDiscoverCmpd50416_reduced,10,-11.44,8.04
ligand_Maybridge_HitDiscoverCmpd50417_reduced,10,-8.93,7.10
ligand_Maybridge_HitDiscoverCmpd50418_reduced,10,-11.74,7.96
ligand_Maybridge_HitDiscoverCmpd50419_reduced,10,-11.71,7.19
ligand_Maybridge_HitDiscoverCmpd5041_reduced,10,-10.69,7.97
ligand_Maybridge_HitDiscoverCmpd50420_reduced,10,-10.94,7.69
ligand_Maybridge_HitDiscoverCmpd50421_reduced,10,-9.50,6.22
ligand_Maybridge_HitDiscoverCmpd50422_reduced,10,-6.95,6.01
ligand_Maybridge_HitDiscoverCmpd50423_reduced,10,-9.42,6.51
ligand_Maybridge_HitDiscoverCmpd50424_reduced,10,-10.43,7.28
ligand_Maybridge_HitDiscoverCmpd50425_reduced,10,-9.20,6.35
ligand_Maybridge_HitDiscoverCmpd50426_reduced,10,-10.03,6.90
ligand_Maybridge_HitDiscoverCmpd50427_reduced,10,-12.18,8.09
ligand_Maybridge_HitDiscoverCmpd50428_reduced,10,-9.30,6.99
ligand_Maybridge_HitDiscoverCmpd50429_reduced,10,-6.51,5.71
ligand_Maybridge_HitDiscoverCmpd5042_reduced,10,-7.85,6.68
ligand_Maybridge_HitDiscoverCmpd50430_reduced,10,-10.03,8.40
ligand_Maybridge_HitDiscoverCmpd50431_reduced,10,-10.78,8.49
ligand_Maybridge_HitDiscoverCmpd50432_reduced,10,-11.06,7.91
ligand_Maybridge_HitDiscoverCmpd50433_reduced,10,-9.93,6.90
ligand_Maybridge_HitDiscoverCmpd50434_reduced,10,-8.48,6.07
ligand_Maybridge_HitDiscoverCmpd50435_reduced,10,-9.80,7.10
ligand_Maybridge_HitDiscoverCmpd50436_reduced,10,-11.23,7.60
ligand_Maybridge_HitDiscoverCmpd50437_reduced,10,-13.46,8.47
ligand_Maybridge_HitDiscoverCmpd50438_reduced,10,-9.71,6.39
ligand_Maybridge_HitDiscoverCmpd50439_reduced,10,-11.21,7.25
ligand_Maybridge_HitDiscoverCmpd5043_reduced,10,-11.10,8.13
ligand_Maybridge_HitDiscoverCmpd50440_reduced,10,-10.70,6.97
ligand_Maybridge_HitDiscoverCmpd50441_reduced,10,-9.13,6.48
ligand_Maybridge_HitDiscoverCmpd50442_reduced,10,-10.11,7.26
ligand_Maybridge_HitDiscoverCmpd50443_reduced,10,-9.31,6.89
ligand_Maybridge_HitDiscoverCmpd50444_reduced,10,-8.33,5.55
ligand_Maybridge_HitDiscoverCmpd50445_reduced,10,-8.17,8.23
ligand_Maybridge_HitDiscoverCmpd50446_reduced,10,-6.94,6.21
ligand_Maybridge_HitDiscoverCmpd50447_reduced,10,-10.95,8.38
ligand_Maybridge_HitDiscoverCmpd50448_reduced,10,-6.41,5.66
ligand_Maybridge_HitDiscoverCmpd50449_reduced,10,-10.49,7.34
ligand_Maybridge_HitDiscoverCmpd5044_reduced,10,-11.77,6.86
ligand_Maybridge_HitDiscoverCmpd50450_reduced,10,-9.78,7.59
ligand_Maybridge_HitDiscoverCmpd50451_reduced,10,-9.79,7.14
ligand_Maybridge_HitDiscoverCmpd50452_reduced,10,-12.03,8.10
ligand_Maybridge_HitDiscoverCmpd50453_reduced,10,-9.68,7.93
ligand_Maybridge_HitDiscoverCmpd50454_reduced,10,-10.03,8.13
ligand_Maybridge_HitDiscoverCmpd50455_reduced,10,-9.10,6.72
ligand_Maybridge_HitDiscoverCmpd50456_reduced,10,-7.66,6.39
ligand_Maybridge_HitDiscoverCmpd50457_reduced,10,-10.94,8.27
ligand_Maybridge_HitDiscoverCmpd50458_reduced,10,-8.17,7.00
ligand_Maybridge_HitDiscoverCmpd50459_reduced,10,-11.63,7.17
ligand_Maybridge_HitDiscoverCmpd5045_reduced,10,-10.07,6.10
ligand_Maybridge_HitDiscoverCmpd50460_reduced,10,-10.50,8.36
ligand_Maybridge_HitDiscoverCmpd50461_reduced,10,-11.65,7.88
ligand_Maybridge_HitDiscoverCmpd50462_reduced,10,-10.27,8.02
ligand_Maybridge_HitDiscoverCmpd50463_reduced,10,-10.47,7.86
ligand_Maybridge_HitDiscoverCmpd50464_reduced,10,-9.74,7.18
ligand_Maybridge_HitDiscoverCmpd50465_reduced,10,-8.72,8.19
ligand_Maybridge_HitDiscoverCmpd50466_reduced,10,-10.65,7.43
ligand_Maybridge_HitDiscoverCmpd50467_reduced,10,-10.39,7.99
ligand_Maybridge_HitDiscoverCmpd50468_reduced,10,-8.53,5.72
ligand_Maybridge_HitDiscoverCmpd50469_reduced,10,-11.56,7.19
ligand_Maybridge_HitDiscoverCmpd5046_reduced,10,-5.26,6.55
ligand_Maybridge_HitDiscoverCmpd50470_reduced,10,-11.26,8.05
ligand_Maybridge_HitDiscoverCmpd50471_reduced,10,-8.98,5.94
ligand_Maybridge_HitDiscoverCmpd50472_reduced,10,-9.49,7.01
ligand_Maybridge_HitDiscoverCmpd50473_reduced,10,-9.89,7.35
ligand_Maybridge_HitDiscoverCmpd50474_reduced,10,-7.24,5.95
ligand_Maybridge_HitDiscoverCmpd50475_reduced,10,-9.24,7.55
ligand_Maybridge_HitDiscoverCmpd50476_reduced,10,-7.92,6.34
ligand_Maybridge_HitDiscoverCmpd50477_reduced,10,-8.69,8.59
ligand_Maybridge_HitDiscoverCmpd50478_reduced,10,-8.31,7.44
ligand_Maybridge_HitDiscoverCmpd50479_reduced,10,-14.21,8.54
ligand_Maybridge_HitDiscoverCmpd5047_reduced,10,-9.07,6.49
ligand_Maybridge_HitDiscoverCmpd50480_reduced,10,-10.77,6.87
ligand_Maybridge_HitDiscoverCmpd50481_reduced,10,-9.43,6.49
ligand_Maybridge_HitDiscoverCmpd50482_reduced,10,-9.53,7.39
ligand_Maybridge_HitDiscoverCmpd50483_reduced,10,-8.85,7.56
ligand_Maybridge_HitDiscoverCmpd50484_reduced,10,-9.02,6.58
ligand_Maybridge_HitDiscoverCmpd50485_reduced,10,-6.83,5.85
ligand_Maybridge_HitDiscoverCmpd50486_reduced,10,-12.68,8.42
ligand_Maybridge_HitDiscoverCmpd50487_reduced,10,-7.72,6.47
ligand_Maybridge_HitDiscoverCmpd50488_reduced,10,-8.41,6.78
ligand_Maybridge_HitDiscoverCmpd50489_reduced,10,-12.16,8.04
ligand_Maybridge_HitDiscoverCmpd5048_reduced,10,-8.61,6.69
ligand_Maybridge_HitDiscoverCmpd50490_reduced,10,-6.85,4.84
ligand_Maybridge_HitDiscoverCmpd50491_reduced,10,-8.99,6.28
ligand_Maybridge_HitDiscoverCmpd50492_reduced,10,-8.59,7.51
ligand_Maybridge_HitDiscoverCmpd50493_reduced,10,-6.86,5.27
ligand_Maybridge_HitDiscoverCmpd50494_reduced,10,-9.00,6.53
ligand_Maybridge_HitDiscoverCmpd50495_reduced,10,-9.03,6.59
ligand_Maybridge_HitDiscoverCmpd50496_reduced,10,-10.11,6.86
ligand_Maybridge_HitDiscoverCmpd50497_reduced,10,-8.31,6.69
ligand_Maybridge_HitDiscoverCmpd50498_reduced,10,-10.98,8.43
ligand_Maybridge_HitDiscoverCmpd50499_reduced,10,-6.84,7.59
ligand_Maybridge_HitDiscoverCmpd5049_reduced,10,-7.20,6.26
ligand_Maybridge_HitDiscoverCmpd504_reduced,10,-8.42,6.41
ligand_Maybridge_HitDiscoverCmpd50500_reduced,10,-7.38,5.32
ligand_Maybridge_HitDiscoverCmpd50501_reduced,10,-8.64,5.61
ligand_Maybridge_HitDiscoverCmpd50502_reduced,10,-9.03,6.51
ligand_Maybridge_HitDiscoverCmpd50503_reduced,10,-12.09,7.66
ligand_Maybridge_HitDiscoverCmpd50504_reduced,10,-12.84,7.93
ligand_Maybridge_HitDiscoverCmpd50505_reduced,10,-11.09,8.05
ligand_Maybridge_HitDiscoverCmpd50506_reduced,10,-12.19,8.09
ligand_Maybridge_HitDiscoverCmpd50507_reduced,10,-9.41,6.35
ligand_Maybridge_HitDiscoverCmpd50508_reduced,10,-11.27,8.38
ligand_Maybridge_HitDiscoverCmpd50509_reduced,10,-11.15,8.43
ligand_Maybridge_HitDiscoverCmpd5050_reduced,10,-10.62,7.77
ligand_Maybridge_HitDiscoverCmpd50510_reduced,10,-10.14,7.52
ligand_Maybridge_HitDiscoverCmpd50511_reduced,10,-6.23,8.27
ligand_Maybridge_HitDiscoverCmpd50512_reduced,10,-9.33,7.03
ligand_Maybridge_HitDiscoverCmpd50513_reduced,10,-11.20,7.21
ligand_Maybridge_HitDiscoverCmpd50514_reduced,10,-9.79,7.09
ligand_Maybridge_HitDiscoverCmpd50515_reduced,10,-11.28,8.05
ligand_Maybridge_HitDiscoverCmpd50516_reduced,10,-12.21,8.11
ligand_Maybridge_HitDiscoverCmpd50517_reduced,10,-12.49,9.01
ligand_Maybridge_HitDiscoverCmpd50518_reduced,10,-7.88,6.29
ligand_Maybridge_HitDiscoverCmpd50519_reduced,10,-8.83,7.06
ligand_Maybridge_HitDiscoverCmpd5051_reduced,10,-11.08,8.18
ligand_Maybridge_HitDiscoverCmpd50520_reduced,10,-8.66,6.29
ligand_Maybridge_HitDiscoverCmpd50521_reduced,10,-9.37,6.26
ligand_Maybridge_HitDiscoverCmpd50522_reduced,10,-8.17,6.73
ligand_Maybridge_HitDiscoverCmpd50523_reduced,10,-11.04,7.04
ligand_Maybridge_HitDiscoverCmpd50524_reduced,10,-11.26,8.12
ligand_Maybridge_HitDiscoverCmpd50525_reduced,10,-11.74,8.10
ligand_Maybridge_HitDiscoverCmpd50526_reduced,10,-7.06,5.95
ligand_Maybridge_HitDiscoverCmpd50527_reduced,10,-10.59,8.15
ligand_Maybridge_HitDiscoverCmpd50528_reduced,10,-7.92,6.30
ligand_Maybridge_HitDiscoverCmpd50529_reduced,10,-6.86,6.14
ligand_Maybridge_HitDiscoverCmpd5052_reduced,10,-6.39,6.65
ligand_Maybridge_HitDiscoverCmpd50530_reduced,10,-7.60,6.39
ligand_Maybridge_HitDiscoverCmpd50531_reduced,10,-8.90,6.59
ligand_Maybridge_HitDiscoverCmpd50532_reduced,10,-10.65,7.75
ligand_Maybridge_HitDiscoverCmpd50533_reduced,10,-11.14,7.97
ligand_Maybridge_HitDiscoverCmpd50534_reduced,10,-12.36,8.03
ligand_Maybridge_HitDiscoverCmpd50535_reduced,10,-11.17,8.14
ligand_Maybridge_HitDiscoverCmpd50536_reduced,10,-7.28,6.01
ligand_Maybridge_HitDiscoverCmpd50537_reduced,10,-11.78,8.59
ligand_Maybridge_HitDiscoverCmpd50538_reduced,10,-11.85,8.45
ligand_Maybridge_HitDiscoverCmpd50539_reduced,10,-8.52,6.31
ligand_Maybridge_HitDiscoverCmpd5053_reduced,10,-7.51,5.82
ligand_Maybridge_HitDiscoverCmpd50540_reduced,10,-8.72,6.26
ligand_Maybridge_HitDiscoverCmpd50541_reduced,10,-8.90,6.30
ligand_Maybridge_HitDiscoverCmpd50542_reduced,10,-9.19,6.68
ligand_Maybridge_HitDiscoverCmpd50543_reduced,10,-11.61,7.58
ligand_Maybridge_HitDiscoverCmpd50544_reduced,10,-12.14,8.06
ligand_Maybridge_HitDiscoverCmpd50545_reduced,10,-11.80,8.67
ligand_Maybridge_HitDiscoverCmpd50546_reduced,10,-11.54,8.21
ligand_Maybridge_HitDiscoverCmpd50547_reduced,10,-10.95,7.07
ligand_Maybridge_HitDiscoverCmpd50548_reduced,10,-7.52,6.33
ligand_Maybridge_HitDiscoverCmpd50549_reduced,10,-7.87,6.47
ligand_Maybridge_HitDiscoverCmpd5054_reduced,10,-10.44,5.93
ligand_Maybridge_HitDiscoverCmpd50550_reduced,10,-10.61,7.71
ligand_Maybridge_HitDiscoverCmpd50551_reduced,10,-9.13,8.03
ligand_Maybridge_HitDiscoverCmpd50552_reduced,10,-11.09,7.44
ligand_Maybridge_HitDiscoverCmpd50553_reduced,10,-10.41,7.31
ligand_Maybridge_HitDiscoverCmpd50554_reduced,10,-12.66,8.14
ligand_Maybridge_HitDiscoverCmpd50555_reduced,10,-9.36,7.04
ligand_Maybridge_HitDiscoverCmpd50556_reduced,10,-12.50,8.43
ligand_Maybridge_HitDiscoverCmpd50557_reduced,10,-11.34,7.47
ligand_Maybridge_HitDiscoverCmpd50558_reduced,10,-8.24,6.54
ligand_Maybridge_HitDiscoverCmpd50559_reduced,10,-8.77,6.40
ligand_Maybridge_HitDiscoverCmpd5055_reduced,10,-10.91,7.05
ligand_Maybridge_HitDiscoverCmpd50560_reduced,10,-9.60,6.68
ligand_Maybridge_HitDiscoverCmpd50561_reduced,10,-9.20,6.45
ligand_Maybridge_HitDiscoverCmpd50562_reduced,10,-9.19,6.60
ligand_Maybridge_HitDiscoverCmpd50563_reduced,10,-12.90,7.95
ligand_Maybridge_HitDiscoverCmpd50564_reduced,10,-12.19,8.15
ligand_Maybridge_HitDiscoverCmpd50565_reduced,10,-7.42,6.24
ligand_Maybridge_HitDiscoverCmpd50566_reduced,10,-9.95,7.42
ligand_Maybridge_HitDiscoverCmpd50567_reduced,10,-6.99,5.18
ligand_Maybridge_HitDiscoverCmpd50568_reduced,10,-8.11,6.74
ligand_Maybridge_HitDiscoverCmpd50569_reduced,10,-8.90,7.41
ligand_Maybridge_HitDiscoverCmpd5056_reduced,10,-7.00,6.85
ligand_Maybridge_HitDiscoverCmpd50570_reduced,10,-7.84,8.28
ligand_Maybridge_HitDiscoverCmpd50571_reduced,10,-7.68,5.31
ligand_Maybridge_HitDiscoverCmpd50572_reduced,10,-10.85,7.48
ligand_Maybridge_HitDiscoverCmpd50573_reduced,10,-10.75,7.51
ligand_Maybridge_HitDiscoverCmpd50574_reduced,10,-11.35,7.49
ligand_Maybridge_HitDiscoverCmpd50575_reduced,10,-12.52,8.19
ligand_Maybridge_HitDiscoverCmpd50576_reduced,10,-10.20,6.95
ligand_Maybridge_HitDiscoverCmpd50577_reduced,10,-10.15,6.89
ligand_Maybridge_HitDiscoverCmpd50578_reduced,10,-9.93,8.12
ligand_Maybridge_HitDiscoverCmpd50579_reduced,10,-13.29,8.23
ligand_Maybridge_HitDiscoverCmpd5057_reduced,10,-10.17,6.65
ligand_Maybridge_HitDiscoverCmpd50580_reduced,10,-10.17,7.86
ligand_Maybridge_HitDiscoverCmpd50581_reduced,10,-11.14,8.58
ligand_Maybridge_HitDiscoverCmpd50582_reduced,10,-8.23,6.50
ligand_Maybridge_HitDiscoverCmpd50583_reduced,10,-11.70,8.48
ligand_Maybridge_HitDiscoverCmpd50584_reduced,10,-11.17,7.72
ligand_Maybridge_HitDiscoverCmpd50585_reduced,10,-10.14,7.41
ligand_Maybridge_HitDiscoverCmpd50586_reduced,10,-11.30,7.91
ligand_Maybridge_HitDiscoverCmpd50587_reduced,10,-9.19,5.67
ligand_Maybridge_HitDiscoverCmpd50588_reduced,10,-9.63,7.19
ligand_Maybridge_HitDiscoverCmpd50589_reduced,10,-8.45,6.53
ligand_Maybridge_HitDiscoverCmpd5058_reduced,10,-10.20,8.17
ligand_Maybridge_HitDiscoverCmpd50590_reduced,10,-11.42,8.53
ligand_Maybridge_HitDiscoverCmpd50591_reduced,10,-11.75,8.51
ligand_Maybridge_HitDiscoverCmpd50592_reduced,10,-8.57,6.04
ligand_Maybridge_HitDiscoverCmpd50593_reduced,10,-11.31,8.48
ligand_Maybridge_HitDiscoverCmpd50594_reduced,10,-12.06,8.33
ligand_Maybridge_HitDiscoverCmpd50595_reduced,10,-10.07,7.47
ligand_Maybridge_HitDiscoverCmpd50596_reduced,10,-13.58,7.84
ligand_Maybridge_HitDiscoverCmpd50597_reduced,10,-9.28,6.67
ligand_Maybridge_HitDiscoverCmpd50598_reduced,10,-12.08,8.70
ligand_Maybridge_HitDiscoverCmpd50599_reduced,10,-11.61,7.31
ligand_Maybridge_HitDiscoverCmpd5059_reduced,10,-7.43,6.47
ligand_Maybridge_HitDiscoverCmpd505_reduced,10,-8.89,8.27
ligand_Maybridge_HitDiscoverCmpd50600_reduced,10,-11.83,8.12
ligand_Maybridge_HitDiscoverCmpd50601_reduced,10,-11.41,8.53
ligand_Maybridge_HitDiscoverCmpd50602_reduced,10,-8.79,6.71
ligand_Maybridge_HitDiscoverCmpd50603_reduced,10,-12.39,8.73
ligand_Maybridge_HitDiscoverCmpd50604_reduced,10,-11.78,8.54
ligand_Maybridge_HitDiscoverCmpd50605_reduced,10,-10.52,7.53
ligand_Maybridge_HitDiscoverCmpd50606_reduced,10,-13.47,7.90
ligand_Maybridge_HitDiscoverCmpd50607_reduced,10,-12.37,8.26
ligand_Maybridge_HitDiscoverCmpd50608_reduced,10,-8.72,6.61
ligand_Maybridge_HitDiscoverCmpd50609_reduced,10,-13.58,7.95
ligand_Maybridge_HitDiscoverCmpd5060_reduced,10,-10.56,7.90
ligand_Maybridge_HitDiscoverCmpd50610_reduced,10,-12.34,8.32
ligand_Maybridge_HitDiscoverCmpd50611_reduced,10,-11.99,7.74
ligand_Maybridge_HitDiscoverCmpd50612_reduced,10,-11.47,8.44
ligand_Maybridge_HitDiscoverCmpd50613_reduced,10,-10.98,8.46
ligand_Maybridge_HitDiscoverCmpd50614_reduced,10,-10.94,7.24
ligand_Maybridge_HitDiscoverCmpd50615_reduced,10,-11.45,7.83
ligand_Maybridge_HitDiscoverCmpd50616_reduced,10,-9.97,6.98
ligand_Maybridge_HitDiscoverCmpd50617_reduced,10,-12.31,8.70
ligand_Maybridge_HitDiscoverCmpd50618_reduced,10,-9.91,8.16
ligand_Maybridge_HitDiscoverCmpd50619_reduced,10,-12.72,8.20
ligand_Maybridge_HitDiscoverCmpd5061_reduced,10,-12.58,6.88
ligand_Maybridge_HitDiscoverCmpd50620_reduced,10,-13.43,8.81
ligand_Maybridge_HitDiscoverCmpd50621_reduced,10,-10.49,7.42
ligand_Maybridge_HitDiscoverCmpd50622_reduced,10,-9.90,7.62
ligand_Maybridge_HitDiscoverCmpd50623_reduced,10,-11.26,8.42
ligand_Maybridge_HitDiscoverCmpd50624_reduced,10,-12.00,8.48
ligand_Maybridge_HitDiscoverCmpd50625_reduced,10,-11.23,7.22
ligand_Maybridge_HitDiscoverCmpd50626_reduced,10,-10.11,7.02
ligand_Maybridge_HitDiscoverCmpd50627_reduced,10,-13.06,8.14
ligand_Maybridge_HitDiscoverCmpd50628_reduced,10,-11.65,8.63
ligand_Maybridge_HitDiscoverCmpd50629_reduced,10,-11.94,8.72
ligand_Maybridge_HitDiscoverCmpd5062_reduced,10,-7.74,6.62
ligand_Maybridge_HitDiscoverCmpd50630_reduced,10,-10.02,6.75
ligand_Maybridge_HitDiscoverCmpd50631_reduced,10,-7.42,5.56
ligand_Maybridge_HitDiscoverCmpd50632_reduced,10,-8.57,6.17
ligand_Maybridge_HitDiscoverCmpd50633_reduced,10,-11.90,8.62
ligand_Maybridge_HitDiscoverCmpd50634_reduced,10,-10.08,7.36
ligand_Maybridge_HitDiscoverCmpd50635_reduced,10,-9.05,7.18
ligand_Maybridge_HitDiscoverCmpd50636_reduced,10,-9.44,6.69
ligand_Maybridge_HitDiscoverCmpd50637_reduced,10,-12.28,8.13
ligand_Maybridge_HitDiscoverCmpd50638_reduced,10,-12.66,8.72
ligand_Maybridge_HitDiscoverCmpd50639_reduced,10,-9.93,8.03
ligand_Maybridge_HitDiscoverCmpd5063_reduced,10,-9.31,7.84
ligand_Maybridge_HitDiscoverCmpd50640_reduced,10,-10.75,8.56
ligand_Maybridge_HitDiscoverCmpd50641_reduced,10,-8.37,6.03
ligand_Maybridge_HitDiscoverCmpd50642_reduced,10,-11.48,8.43
ligand_Maybridge_HitDiscoverCmpd50643_reduced,10,-9.13,6.86
ligand_Maybridge_HitDiscoverCmpd50644_reduced,10,-11.94,8.53
ligand_Maybridge_HitDiscoverCmpd50645_reduced,10,-11.12,8.65
ligand_Maybridge_HitDiscoverCmpd50646_reduced,10,-13.19,7.77
ligand_Maybridge_HitDiscoverCmpd50647_reduced,10,-10.59,7.38
ligand_Maybridge_HitDiscoverCmpd50648_reduced,10,-12.30,7.95
ligand_Maybridge_HitDiscoverCmpd50649_reduced,10,-11.65,8.70
ligand_Maybridge_HitDiscoverCmpd50650_reduced,10,-11.80,8.33
ligand_Maybridge_HitDiscoverCmpd50651_reduced,10,-8.10,5.98
ligand_Maybridge_HitDiscoverCmpd50652_reduced,10,-11.39,8.53
ligand_Maybridge_HitDiscoverCmpd50653_reduced,10,-11.54,8.37
ligand_Maybridge_HitDiscoverCmpd50654_reduced,10,-9.88,7.48
ligand_Maybridge_HitDiscoverCmpd50655_reduced,10,-10.30,7.22
ligand_Maybridge_HitDiscoverCmpd50656_reduced,10,-12.05,8.06
ligand_Maybridge_HitDiscoverCmpd50657_reduced,10,-12.81,7.84
ligand_Maybridge_HitDiscoverCmpd50658_reduced,10,-13.07,7.99
ligand_Maybridge_HitDiscoverCmpd50659_reduced,10,-10.32,7.10
ligand_Maybridge_HitDiscoverCmpd5065_reduced,10,-12.12,7.33
ligand_Maybridge_HitDiscoverCmpd50660_reduced,10,-12.98,7.32
ligand_Maybridge_HitDiscoverCmpd50661_reduced,10,-11.06,8.19
ligand_Maybridge_HitDiscoverCmpd50662_reduced,10,-9.02,6.74
ligand_Maybridge_HitDiscoverCmpd50663_reduced,10,-11.21,8.52
ligand_Maybridge_HitDiscoverCmpd50664_reduced,10,-10.47,6.31
ligand_Maybridge_HitDiscoverCmpd50665_reduced,10,-8.30,6.06
ligand_Maybridge_HitDiscoverCmpd50666_reduced,10,-8.07,7.31
ligand_Maybridge_HitDiscoverCmpd50667_reduced,10,-10.77,6.52
ligand_Maybridge_HitDiscoverCmpd50668_reduced,10,-13.02,7.94
ligand_Maybridge_HitDiscoverCmpd50669_reduced,10,-11.52,7.95
ligand_Maybridge_HitDiscoverCmpd5066_reduced,10,-6.94,6.80
ligand_Maybridge_HitDiscoverCmpd50670_reduced,10,-13.02,7.86
ligand_Maybridge_HitDiscoverCmpd50671_reduced,10,-11.56,7.87
ligand_Maybridge_HitDiscoverCmpd50672_reduced,10,-11.24,7.93
ligand_Maybridge_HitDiscoverCmpd50673_reduced,10,-11.59,8.53
ligand_Maybridge_HitDiscoverCmpd50674_reduced,10,-9.14,6.18
ligand_Maybridge_HitDiscoverCmpd50675_reduced,10,-7.40,6.09
ligand_Maybridge_HitDiscoverCmpd50676_reduced,10,-8.62,5.98
ligand_Maybridge_HitDiscoverCmpd50677_reduced,10,-7.18,5.64
ligand_Maybridge_HitDiscoverCmpd50678_reduced,10,-10.88,7.26
