Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd38825_reduced,10,-7.37,6.43
ligand_Maybridge_HitDiscoverCmpd38826_reduced,10,-9.20,7.55
ligand_Maybridge_HitDiscoverCmpd38827_reduced,10,-9.34,6.28
ligand_Maybridge_HitDiscoverCmpd38828_reduced,10,-8.77,6.46
ligand_Maybridge_HitDiscoverCmpd38829_reduced,10,-9.45,5.78
ligand_Maybridge_HitDiscoverCmpd3882_reduced,10,-9.02,7.84
ligand_Maybridge_HitDiscoverCmpd38830_reduced,10,-9.76,6.00
ligand_Maybridge_HitDiscoverCmpd38831_reduced,10,-10.03,8.08
ligand_Maybridge_HitDiscoverCmpd38832_reduced,10,-8.17,6.91
ligand_Maybridge_HitDiscoverCmpd38833_reduced,10,-4.57,3.98
ligand_Maybridge_HitDiscoverCmpd38834_reduced,10,-8.97,6.70
ligand_Maybridge_HitDiscoverCmpd38835_reduced,10,-9.99,7.07
ligand_Maybridge_HitDiscoverCmpd38836_reduced,10,-11.91,7.55
ligand_Maybridge_HitDiscoverCmpd38837_reduced,10,-9.70,7.52
ligand_Maybridge_HitDiscoverCmpd38838_reduced,10,-8.13,7.60
ligand_Maybridge_HitDiscoverCmpd38839_reduced,10,-11.01,7.97
ligand_Maybridge_HitDiscoverCmpd3883_reduced,10,-8.80,6.47
ligand_Maybridge_HitDiscoverCmpd38840_reduced,10,-9.58,6.48
ligand_Maybridge_HitDiscoverCmpd38841_reduced,10,-13.49,7.50
ligand_Maybridge_HitDiscoverCmpd38842_reduced,10,-8.63,7.95
ligand_Maybridge_HitDiscoverCmpd38843_reduced,10,-9.04,6.59
ligand_Maybridge_HitDiscoverCmpd38844_reduced,10,-12.09,8.44
ligand_Maybridge_HitDiscoverCmpd38845_reduced,10,-8.94,6.43
ligand_Maybridge_HitDiscoverCmpd38846_reduced,10,-9.44,7.34
ligand_Maybridge_HitDiscoverCmpd38847_reduced,10,-9.23,7.68
ligand_Maybridge_HitDiscoverCmpd38848_reduced,10,-13.01,8.19
ligand_Maybridge_HitDiscoverCmpd38849_reduced,10,-9.03,6.86
ligand_Maybridge_HitDiscoverCmpd3884_reduced,10,-6.71,5.66
ligand_Maybridge_HitDiscoverCmpd38850_reduced,10,-9.18,6.34
ligand_Maybridge_HitDiscoverCmpd38851_reduced,10,-10.56,7.26
ligand_Maybridge_HitDiscoverCmpd38852_reduced,10,-11.18,7.61
ligand_Maybridge_HitDiscoverCmpd38853_reduced,10,-8.36,6.74
ligand_Maybridge_HitDiscoverCmpd38854_reduced,10,-10.83,8.12
ligand_Maybridge_HitDiscoverCmpd38855_reduced,10,-9.95,7.26
ligand_Maybridge_HitDiscoverCmpd38856_reduced,10,-9.98,8.34
ligand_Maybridge_HitDiscoverCmpd38857_reduced,10,-9.64,7.99
ligand_Maybridge_HitDiscoverCmpd38858_reduced,10,-12.05,8.01
ligand_Maybridge_HitDiscoverCmpd38859_reduced,10,-13.64,7.82
ligand_Maybridge_HitDiscoverCmpd3885_reduced,10,-10.01,7.20
ligand_Maybridge_HitDiscoverCmpd38860_reduced,10,-11.76,7.45
ligand_Maybridge_HitDiscoverCmpd38861_reduced,10,-10.96,7.54
ligand_Maybridge_HitDiscoverCmpd38862_reduced,10,-8.24,7.91
ligand_Maybridge_HitDiscoverCmpd38863_reduced,10,-8.51,7.37
ligand_Maybridge_HitDiscoverCmpd38864_reduced,10,8.57,7.75
ligand_Maybridge_HitDiscoverCmpd38865_reduced,10,-8.20,7.98
ligand_Maybridge_HitDiscoverCmpd38866_reduced,10,-10.34,8.16
ligand_Maybridge_HitDiscoverCmpd38867_reduced,10,-10.34,7.89
ligand_Maybridge_HitDiscoverCmpd38868_reduced,10,-11.45,7.93
ligand_Maybridge_HitDiscoverCmpd38869_reduced,10,-11.71,7.89
ligand_Maybridge_HitDiscoverCmpd3886_reduced,10,-5.86,5.97
ligand_Maybridge_HitDiscoverCmpd38870_reduced,10,-11.41,7.61
ligand_Maybridge_HitDiscoverCmpd38871_reduced,10,-11.63,8.05
ligand_Maybridge_HitDiscoverCmpd38872_reduced,10,-10.04,7.30
ligand_Maybridge_HitDiscoverCmpd38873_reduced,10,-9.90,7.49
ligand_Maybridge_HitDiscoverCmpd38874_reduced,10,-10.85,7.39
ligand_Maybridge_HitDiscoverCmpd38875_reduced,10,-9.72,7.17
ligand_Maybridge_HitDiscoverCmpd38876_reduced,10,-9.79,7.93
ligand_Maybridge_HitDiscoverCmpd38877_reduced,10,-12.80,7.98
ligand_Maybridge_HitDiscoverCmpd38878_reduced,10,-9.94,6.68
ligand_Maybridge_HitDiscoverCmpd38879_reduced,10,-9.19,6.53
ligand_Maybridge_HitDiscoverCmpd3887_reduced,10,-8.78,6.80
ligand_Maybridge_HitDiscoverCmpd38880_reduced,10,-11.36,7.61
ligand_Maybridge_HitDiscoverCmpd38881_reduced,10,-10.85,7.61
ligand_Maybridge_HitDiscoverCmpd38882_reduced,10,-9.54,7.62
ligand_Maybridge_HitDiscoverCmpd38883_reduced,10,-9.42,7.54
ligand_Maybridge_HitDiscoverCmpd38884_reduced,10,-8.77,5.78
ligand_Maybridge_HitDiscoverCmpd38885_reduced,10,-9.33,7.48
ligand_Maybridge_HitDiscoverCmpd38886_reduced,10,-9.15,7.69
ligand_Maybridge_HitDiscoverCmpd38887_reduced,10,-12.31,8.31
ligand_Maybridge_HitDiscoverCmpd38888_reduced,10,-10.29,7.11
ligand_Maybridge_HitDiscoverCmpd38889_reduced,10,-11.81,7.96
ligand_Maybridge_HitDiscoverCmpd3888_reduced,10,-10.94,8.42
ligand_Maybridge_HitDiscoverCmpd38890_reduced,10,-12.61,8.21
ligand_Maybridge_HitDiscoverCmpd38891_reduced,10,-10.26,7.81
ligand_Maybridge_HitDiscoverCmpd38892_reduced,10,-9.23,7.88
ligand_Maybridge_HitDiscoverCmpd38893_reduced,10,-10.83,7.72
ligand_Maybridge_HitDiscoverCmpd38894_reduced,10,-9.05,6.27
ligand_Maybridge_HitDiscoverCmpd38895_reduced,10,-9.89,7.87
ligand_Maybridge_HitDiscoverCmpd38896_reduced,10,-10.39,8.16
ligand_Maybridge_HitDiscoverCmpd38897_reduced,10,-13.06,8.40
ligand_Maybridge_HitDiscoverCmpd38898_reduced,10,-12.27,7.88
ligand_Maybridge_HitDiscoverCmpd38899_reduced,10,-9.38,6.26
ligand_Maybridge_HitDiscoverCmpd3889_reduced,10,-11.43,8.57
ligand_Maybridge_HitDiscoverCmpd388_reduced,10,-8.65,6.83
ligand_Maybridge_HitDiscoverCmpd38900_reduced,10,-10.87,7.68
ligand_Maybridge_HitDiscoverCmpd38901_reduced,10,-11.70,7.68
ligand_Maybridge_HitDiscoverCmpd38902_reduced,10,-8.80,7.38
ligand_Maybridge_HitDiscoverCmpd38903_reduced,10,-10.85,8.05
ligand_Maybridge_HitDiscoverCmpd38904_reduced,10,-9.71,7.07
ligand_Maybridge_HitDiscoverCmpd38905_reduced,10,-2.11,7.61
ligand_Maybridge_HitDiscoverCmpd38906_reduced,10,-9.89,8.11
ligand_Maybridge_HitDiscoverCmpd38907_reduced,10,-11.87,8.20
ligand_Maybridge_HitDiscoverCmpd38908_reduced,10,-10.54,7.81
ligand_Maybridge_HitDiscoverCmpd38909_reduced,10,-9.33,6.51
ligand_Maybridge_HitDiscoverCmpd3890_reduced,10,-10.84,6.97
ligand_Maybridge_HitDiscoverCmpd38910_reduced,10,-9.58,7.14
ligand_Maybridge_HitDiscoverCmpd38911_reduced,10,-9.31,7.97
ligand_Maybridge_HitDiscoverCmpd38912_reduced,10,-11.12,7.75
ligand_Maybridge_HitDiscoverCmpd38913_reduced,10,-9.18,7.44
ligand_Maybridge_HitDiscoverCmpd38914_reduced,10,-10.02,7.06
ligand_Maybridge_HitDiscoverCmpd38915_reduced,10,-2.95,7.50
ligand_Maybridge_HitDiscoverCmpd38916_reduced,10,-11.00,7.93
ligand_Maybridge_HitDiscoverCmpd38917_reduced,10,-10.08,7.52
ligand_Maybridge_HitDiscoverCmpd38918_reduced,10,-9.40,7.05
ligand_Maybridge_HitDiscoverCmpd38919_reduced,10,-9.73,6.99
ligand_Maybridge_HitDiscoverCmpd3891_reduced,10,-8.58,6.25
ligand_Maybridge_HitDiscoverCmpd38920_reduced,10,-10.15,7.10
ligand_Maybridge_HitDiscoverCmpd38921_reduced,10,-11.18,7.62
ligand_Maybridge_HitDiscoverCmpd38922_reduced,10,-10.43,6.69
ligand_Maybridge_HitDiscoverCmpd38923_reduced,10,-10.60,7.31
ligand_Maybridge_HitDiscoverCmpd38924_reduced,10,-9.78,7.04
ligand_Maybridge_HitDiscoverCmpd38925_reduced,10,-11.94,8.19
ligand_Maybridge_HitDiscoverCmpd38926_reduced,10,-8.99,6.62
ligand_Maybridge_HitDiscoverCmpd38927_reduced,10,-9.11,6.82
ligand_Maybridge_HitDiscoverCmpd38928_reduced,10,-9.74,7.82
ligand_Maybridge_HitDiscoverCmpd38929_reduced,10,-9.32,6.96
ligand_Maybridge_HitDiscoverCmpd3892_reduced,10,-5.00,4.51
ligand_Maybridge_HitDiscoverCmpd38930_reduced,10,-11.01,7.03
ligand_Maybridge_HitDiscoverCmpd38931_reduced,10,-9.77,7.41
ligand_Maybridge_HitDiscoverCmpd38932_reduced,10,-10.84,7.58
ligand_Maybridge_HitDiscoverCmpd38933_reduced,10,-9.54,6.96
ligand_Maybridge_HitDiscoverCmpd38934_reduced,10,-10.35,7.95
ligand_Maybridge_HitDiscoverCmpd38935_reduced,10,-9.66,7.02
ligand_Maybridge_HitDiscoverCmpd38936_reduced,10,-10.34,7.31
ligand_Maybridge_HitDiscoverCmpd38937_reduced,10,-11.24,7.94
ligand_Maybridge_HitDiscoverCmpd38938_reduced,10,-8.61,7.60
ligand_Maybridge_HitDiscoverCmpd38939_reduced,10,-10.50,7.38
ligand_Maybridge_HitDiscoverCmpd3893_reduced,10,-8.90,6.48
ligand_Maybridge_HitDiscoverCmpd38940_reduced,10,-8.75,6.99
ligand_Maybridge_HitDiscoverCmpd38941_reduced,10,-10.66,7.56
ligand_Maybridge_HitDiscoverCmpd38942_reduced,10,-9.99,7.03
ligand_Maybridge_HitDiscoverCmpd38943_reduced,10,-8.46,7.00
ligand_Maybridge_HitDiscoverCmpd38944_reduced,10,-10.97,8.15
ligand_Maybridge_HitDiscoverCmpd38945_reduced,10,-9.43,6.79
ligand_Maybridge_HitDiscoverCmpd38946_reduced,10,-9.04,6.88
ligand_Maybridge_HitDiscoverCmpd38947_reduced,10,-10.08,7.38
ligand_Maybridge_HitDiscoverCmpd38948_reduced,10,-9.55,7.78
ligand_Maybridge_HitDiscoverCmpd38949_reduced,10,-10.26,7.34
ligand_Maybridge_HitDiscoverCmpd3894_reduced,10,-7.40,6.44
ligand_Maybridge_HitDiscoverCmpd38950_reduced,10,-10.20,7.62
ligand_Maybridge_HitDiscoverCmpd38951_reduced,10,-9.60,7.29
ligand_Maybridge_HitDiscoverCmpd38952_reduced,10,-9.82,6.83
ligand_Maybridge_HitDiscoverCmpd38953_reduced,10,-10.03,7.01
ligand_Maybridge_HitDiscoverCmpd38954_reduced,10,-10.68,7.51
ligand_Maybridge_HitDiscoverCmpd38955_reduced,10,-8.09,6.52
ligand_Maybridge_HitDiscoverCmpd38956_reduced,10,-9.62,7.01
ligand_Maybridge_HitDiscoverCmpd38957_reduced,10,-10.78,7.14
ligand_Maybridge_HitDiscoverCmpd38958_reduced,10,-9.52,7.19
ligand_Maybridge_HitDiscoverCmpd38959_reduced,10,-10.96,7.41
ligand_Maybridge_HitDiscoverCmpd3895_reduced,10,-9.24,5.77
ligand_Maybridge_HitDiscoverCmpd38960_reduced,10,-9.75,7.49
ligand_Maybridge_HitDiscoverCmpd38961_reduced,10,-10.06,7.40
ligand_Maybridge_HitDiscoverCmpd38962_reduced,10,-10.06,6.99
ligand_Maybridge_HitDiscoverCmpd38963_reduced,10,-10.83,7.92
ligand_Maybridge_HitDiscoverCmpd38964_reduced,10,-12.43,7.20
ligand_Maybridge_HitDiscoverCmpd38965_reduced,10,-9.33,6.95
ligand_Maybridge_HitDiscoverCmpd38966_reduced,10,-10.49,7.65
ligand_Maybridge_HitDiscoverCmpd38967_reduced,10,-9.07,7.08
ligand_Maybridge_HitDiscoverCmpd38968_reduced,10,-8.88,6.74
ligand_Maybridge_HitDiscoverCmpd38969_reduced,10,-8.53,6.92
ligand_Maybridge_HitDiscoverCmpd3896_reduced,10,-8.93,6.97
ligand_Maybridge_HitDiscoverCmpd38970_reduced,10,-10.77,7.50
ligand_Maybridge_HitDiscoverCmpd38971_reduced,10,-12.78,8.33
ligand_Maybridge_HitDiscoverCmpd38972_reduced,10,-11.18,7.52
ligand_Maybridge_HitDiscoverCmpd38973_reduced,10,-12.56,8.10
ligand_Maybridge_HitDiscoverCmpd38974_reduced,10,-10.86,7.52
ligand_Maybridge_HitDiscoverCmpd38975_reduced,10,-7.44,6.56
ligand_Maybridge_HitDiscoverCmpd38976_reduced,10,-10.76,7.48
ligand_Maybridge_HitDiscoverCmpd38977_reduced,10,-9.88,7.57
ligand_Maybridge_HitDiscoverCmpd38978_reduced,10,-9.69,8.27
ligand_Maybridge_HitDiscoverCmpd38979_reduced,10,-10.69,7.39
ligand_Maybridge_HitDiscoverCmpd3897_reduced,10,-8.62,6.52
ligand_Maybridge_HitDiscoverCmpd38980_reduced,10,-11.04,7.66
ligand_Maybridge_HitDiscoverCmpd38981_reduced,10,-11.04,7.70
ligand_Maybridge_HitDiscoverCmpd38982_reduced,10,-10.37,7.20
ligand_Maybridge_HitDiscoverCmpd38983_reduced,10,-10.62,7.62
ligand_Maybridge_HitDiscoverCmpd38984_reduced,10,-11.84,7.25
ligand_Maybridge_HitDiscoverCmpd38985_reduced,10,-9.36,7.08
ligand_Maybridge_HitDiscoverCmpd38986_reduced,10,-10.06,7.35
ligand_Maybridge_HitDiscoverCmpd38987_reduced,10,-9.82,7.48
ligand_Maybridge_HitDiscoverCmpd38989_reduced,10,-9.18,7.09
ligand_Maybridge_HitDiscoverCmpd3898_reduced,10,-10.85,8.19
ligand_Maybridge_HitDiscoverCmpd38990_reduced,10,-9.27,6.93
ligand_Maybridge_HitDiscoverCmpd38991_reduced,10,-11.50,8.11
ligand_Maybridge_HitDiscoverCmpd38992_reduced,10,-11.01,7.47
ligand_Maybridge_HitDiscoverCmpd38993_reduced,10,-9.81,7.64
ligand_Maybridge_HitDiscoverCmpd38994_reduced,10,-11.24,7.98
ligand_Maybridge_HitDiscoverCmpd38995_reduced,10,-9.97,7.22
ligand_Maybridge_HitDiscoverCmpd38996_reduced,10,-7.38,7.79
ligand_Maybridge_HitDiscoverCmpd38997_reduced,10,-6.26,8.03
ligand_Maybridge_HitDiscoverCmpd38998_reduced,10,-10.61,8.25
ligand_Maybridge_HitDiscoverCmpd38999_reduced,10,-5.56,7.69
ligand_Maybridge_HitDiscoverCmpd3899_reduced,10,-12.35,8.37
ligand_Maybridge_HitDiscoverCmpd389_reduced,10,-9.20,7.49
ligand_Maybridge_HitDiscoverCmpd38_reduced,10,-7.93,7.55
ligand_Maybridge_HitDiscoverCmpd39000_reduced,10,-4.85,7.58
ligand_Maybridge_HitDiscoverCmpd39001_reduced,10,-6.94,7.88
ligand_Maybridge_HitDiscoverCmpd39002_reduced,10,-7.62,8.15
ligand_Maybridge_HitDiscoverCmpd39003_reduced,10,-9.27,7.05
ligand_Maybridge_HitDiscoverCmpd39004_reduced,10,-6.59,8.54
ligand_Maybridge_HitDiscoverCmpd39005_reduced,10,-8.59,6.70
ligand_Maybridge_HitDiscoverCmpd39006_reduced,10,-6.24,7.98
ligand_Maybridge_HitDiscoverCmpd39007_reduced,10,-2.74,7.78
ligand_Maybridge_HitDiscoverCmpd39008_reduced,10,-11.21,8.28
ligand_Maybridge_HitDiscoverCmpd39009_reduced,10,-4.98,7.90
ligand_Maybridge_HitDiscoverCmpd3900_reduced,10,-10.58,6.90
ligand_Maybridge_HitDiscoverCmpd39010_reduced,10,-5.24,7.82
ligand_Maybridge_HitDiscoverCmpd39011_reduced,10,-4.35,7.57
ligand_Maybridge_HitDiscoverCmpd39012_reduced,10,-8.21,8.15
ligand_Maybridge_HitDiscoverCmpd39013_reduced,10,-8.65,7.98
ligand_Maybridge_HitDiscoverCmpd39014_reduced,10,-8.30,8.36
ligand_Maybridge_HitDiscoverCmpd39015_reduced,10,-8.57,7.75
ligand_Maybridge_HitDiscoverCmpd39016_reduced,10,-5.37,7.98
ligand_Maybridge_HitDiscoverCmpd39017_reduced,10,-4.25,7.94
ligand_Maybridge_HitDiscoverCmpd39018_reduced,10,-8.68,6.81
ligand_Maybridge_HitDiscoverCmpd39019_reduced,10,0.56,7.92
ligand_Maybridge_HitDiscoverCmpd3901_reduced,10,-5.41,4.88
ligand_Maybridge_HitDiscoverCmpd39020_reduced,10,-6.01,8.03
ligand_Maybridge_HitDiscoverCmpd39021_reduced,10,-5.15,8.04
ligand_Maybridge_HitDiscoverCmpd39022_reduced,10,-7.31,8.09
ligand_Maybridge_HitDiscoverCmpd39023_reduced,10,-11.17,8.06
ligand_Maybridge_HitDiscoverCmpd39024_reduced,10,-9.80,6.94
ligand_Maybridge_HitDiscoverCmpd39025_reduced,10,-9.25,8.18
ligand_Maybridge_HitDiscoverCmpd39026_reduced,10,-7.82,8.22
ligand_Maybridge_HitDiscoverCmpd39027_reduced,10,-4.48,7.88
ligand_Maybridge_HitDiscoverCmpd39028_reduced,10,-7.61,7.65
ligand_Maybridge_HitDiscoverCmpd39029_reduced,10,2.06,8.12
ligand_Maybridge_HitDiscoverCmpd3902_reduced,10,-5.12,4.80
ligand_Maybridge_HitDiscoverCmpd39030_reduced,10,-6.48,7.82
ligand_Maybridge_HitDiscoverCmpd39031_reduced,10,-8.01,7.96
ligand_Maybridge_HitDiscoverCmpd39032_reduced,10,-7.06,8.03
ligand_Maybridge_HitDiscoverCmpd39033_reduced,10,-7.51,7.96
ligand_Maybridge_HitDiscoverCmpd39034_reduced,10,-5.96,8.74
ligand_Maybridge_HitDiscoverCmpd39035_reduced,10,-8.10,6.39
ligand_Maybridge_HitDiscoverCmpd39036_reduced,10,-4.38,8.25
ligand_Maybridge_HitDiscoverCmpd39037_reduced,10,-11.26,7.34
ligand_Maybridge_HitDiscoverCmpd39038_reduced,10,-10.41,8.03
ligand_Maybridge_HitDiscoverCmpd39039_reduced,10,8.22,7.56
ligand_Maybridge_HitDiscoverCmpd3903_reduced,10,-8.75,6.55
ligand_Maybridge_HitDiscoverCmpd39040_reduced,10,-6.52,7.70
ligand_Maybridge_HitDiscoverCmpd39041_reduced,10,-7.83,8.11
ligand_Maybridge_HitDiscoverCmpd39042_reduced,10,-7.59,7.77
ligand_Maybridge_HitDiscoverCmpd39043_reduced,10,-9.72,6.75
ligand_Maybridge_HitDiscoverCmpd39044_reduced,10,-10.40,8.37
ligand_Maybridge_HitDiscoverCmpd39045_reduced,10,-11.11,7.29
ligand_Maybridge_HitDiscoverCmpd39046_reduced,10,-5.25,7.51
ligand_Maybridge_HitDiscoverCmpd39047_reduced,10,-10.97,8.12
ligand_Maybridge_HitDiscoverCmpd39048_reduced,10,-8.03,7.38
ligand_Maybridge_HitDiscoverCmpd39049_reduced,10,-4.40,7.74
ligand_Maybridge_HitDiscoverCmpd3904_reduced,10,-8.50,6.87
ligand_Maybridge_HitDiscoverCmpd39050_reduced,10,-5.07,8.07
ligand_Maybridge_HitDiscoverCmpd39051_reduced,10,-7.41,7.96
ligand_Maybridge_HitDiscoverCmpd39052_reduced,10,-11.49,8.52
ligand_Maybridge_HitDiscoverCmpd39053_reduced,10,-12.08,8.51
ligand_Maybridge_HitDiscoverCmpd39054_reduced,10,-6.33,8.32
ligand_Maybridge_HitDiscoverCmpd39055_reduced,10,-10.17,6.33
ligand_Maybridge_HitDiscoverCmpd39056_reduced,10,-8.05,7.84
ligand_Maybridge_HitDiscoverCmpd39057_reduced,10,-9.81,8.45
ligand_Maybridge_HitDiscoverCmpd39058_reduced,10,-5.98,7.86
ligand_Maybridge_HitDiscoverCmpd39059_reduced,10,-5.61,7.94
ligand_Maybridge_HitDiscoverCmpd3905_reduced,10,-8.32,6.83
ligand_Maybridge_HitDiscoverCmpd39060_reduced,10,-6.18,7.88
ligand_Maybridge_HitDiscoverCmpd39061_reduced,10,-7.79,7.60
ligand_Maybridge_HitDiscoverCmpd39062_reduced,10,-8.09,7.69
ligand_Maybridge_HitDiscoverCmpd39063_reduced,10,-9.40,7.71
ligand_Maybridge_HitDiscoverCmpd39064_reduced,10,-11.62,8.43
ligand_Maybridge_HitDiscoverCmpd39065_reduced,10,-9.42,7.45
ligand_Maybridge_HitDiscoverCmpd39066_reduced,10,-5.11,7.84
ligand_Maybridge_HitDiscoverCmpd39067_reduced,10,-11.34,8.43
ligand_Maybridge_HitDiscoverCmpd39068_reduced,10,-5.12,7.84
ligand_Maybridge_HitDiscoverCmpd39069_reduced,10,-7.24,7.91
ligand_Maybridge_HitDiscoverCmpd3906_reduced,10,-9.65,7.15
ligand_Maybridge_HitDiscoverCmpd39070_reduced,10,-6.77,8.07
ligand_Maybridge_HitDiscoverCmpd39071_reduced,10,-7.27,7.60
ligand_Maybridge_HitDiscoverCmpd39072_reduced,10,-4.92,8.28
ligand_Maybridge_HitDiscoverCmpd39073_reduced,10,-7.06,8.29
ligand_Maybridge_HitDiscoverCmpd39074_reduced,10,-11.80,7.39
ligand_Maybridge_HitDiscoverCmpd39075_reduced,10,-7.62,5.81
ligand_Maybridge_HitDiscoverCmpd39076_reduced,10,-10.67,6.66
ligand_Maybridge_HitDiscoverCmpd39077_reduced,10,-8.98,7.83
ligand_Maybridge_HitDiscoverCmpd39078_reduced,10,-8.28,6.72
ligand_Maybridge_HitDiscoverCmpd39079_reduced,10,-8.86,7.66
ligand_Maybridge_HitDiscoverCmpd3907_reduced,10,-6.97,6.09
ligand_Maybridge_HitDiscoverCmpd39080_reduced,10,-9.76,6.66
ligand_Maybridge_HitDiscoverCmpd39081_reduced,10,-8.53,6.82
ligand_Maybridge_HitDiscoverCmpd39082_reduced,10,-9.77,6.55
ligand_Maybridge_HitDiscoverCmpd39083_reduced,10,-8.96,8.11
ligand_Maybridge_HitDiscoverCmpd39084_reduced,10,-8.88,7.44
ligand_Maybridge_HitDiscoverCmpd39085_reduced,10,-10.53,7.86
ligand_Maybridge_HitDiscoverCmpd39086_reduced,10,-10.68,6.96
ligand_Maybridge_HitDiscoverCmpd39087_reduced,10,-9.40,7.70
ligand_Maybridge_HitDiscoverCmpd39088_reduced,10,-10.66,7.27
ligand_Maybridge_HitDiscoverCmpd39089_reduced,10,-8.73,7.75
ligand_Maybridge_HitDiscoverCmpd3908_reduced,10,-11.93,8.22
ligand_Maybridge_HitDiscoverCmpd39090_reduced,10,-10.35,6.99
ligand_Maybridge_HitDiscoverCmpd39091_reduced,10,-8.95,6.73
ligand_Maybridge_HitDiscoverCmpd39092_reduced,10,-9.72,6.07
ligand_Maybridge_HitDiscoverCmpd39093_reduced,10,-8.88,7.38
ligand_Maybridge_HitDiscoverCmpd39094_reduced,10,-7.88,7.86
ligand_Maybridge_HitDiscoverCmpd39095_reduced,10,-8.70,7.88
ligand_Maybridge_HitDiscoverCmpd39096_reduced,10,-8.90,7.12
ligand_Maybridge_HitDiscoverCmpd39097_reduced,10,-12.01,6.87
ligand_Maybridge_HitDiscoverCmpd3909_reduced,10,-11.28,7.73
ligand_Maybridge_HitDiscoverCmpd390_reduced,10,-6.52,5.15
ligand_Maybridge_HitDiscoverCmpd39100_reduced,10,-9.63,7.29
ligand_Maybridge_HitDiscoverCmpd39101_reduced,10,-9.03,6.23
ligand_Maybridge_HitDiscoverCmpd39102_reduced,10,-11.01,6.81
ligand_Maybridge_HitDiscoverCmpd39103_reduced,10,-1.63,3.81
ligand_Maybridge_HitDiscoverCmpd39104_reduced,10,-11.63,7.44
ligand_Maybridge_HitDiscoverCmpd39105_reduced,10,-8.82,7.69
ligand_Maybridge_HitDiscoverCmpd39106_reduced,10,-8.72,6.79
ligand_Maybridge_HitDiscoverCmpd39107_reduced,10,-9.48,6.71
ligand_Maybridge_HitDiscoverCmpd39109_reduced,10,-8.70,7.76
ligand_Maybridge_HitDiscoverCmpd3910_reduced,10,-10.50,6.74
ligand_Maybridge_HitDiscoverCmpd39110_reduced,10,-9.07,6.09
ligand_Maybridge_HitDiscoverCmpd39111_reduced,10,-5.56,4.92
ligand_Maybridge_HitDiscoverCmpd39112_reduced,10,-10.65,8.31
ligand_Maybridge_HitDiscoverCmpd39113_reduced,10,-4.83,8.18
ligand_Maybridge_HitDiscoverCmpd39114_reduced,10,-8.01,8.44
ligand_Maybridge_HitDiscoverCmpd39115_reduced,10,-10.39,7.50
ligand_Maybridge_HitDiscoverCmpd39116_reduced,10,-9.20,7.69
ligand_Maybridge_HitDiscoverCmpd39117_reduced,10,-10.47,7.23
ligand_Maybridge_HitDiscoverCmpd39119_reduced,10,-9.56,6.48
ligand_Maybridge_HitDiscoverCmpd3911_reduced,10,-5.37,4.81
ligand_Maybridge_HitDiscoverCmpd39120_reduced,10,-8.94,6.06
ligand_Maybridge_HitDiscoverCmpd39121_reduced,10,-9.72,7.56
ligand_Maybridge_HitDiscoverCmpd39122_reduced,10,-6.40,7.89
ligand_Maybridge_HitDiscoverCmpd39123_reduced,10,-4.75,8.19
ligand_Maybridge_HitDiscoverCmpd39124_reduced,10,-9.78,7.50
ligand_Maybridge_HitDiscoverCmpd39125_reduced,10,-8.32,8.06
ligand_Maybridge_HitDiscoverCmpd39126_reduced,10,-9.10,7.68
ligand_Maybridge_HitDiscoverCmpd39127_reduced,10,-10.82,7.53
ligand_Maybridge_HitDiscoverCmpd39129_reduced,10,-9.45,6.51
ligand_Maybridge_HitDiscoverCmpd3912_reduced,10,-5.78,5.01
ligand_Maybridge_HitDiscoverCmpd39130_reduced,10,-7.23,5.76
ligand_Maybridge_HitDiscoverCmpd39131_reduced,10,-8.38,6.07
ligand_Maybridge_HitDiscoverCmpd39132_reduced,10,-10.76,8.43
ligand_Maybridge_HitDiscoverCmpd39133_reduced,10,-9.09,8.08
ligand_Maybridge_HitDiscoverCmpd39134_reduced,10,-6.83,7.63
ligand_Maybridge_HitDiscoverCmpd39135_reduced,10,-10.43,7.42
ligand_Maybridge_HitDiscoverCmpd39136_reduced,10,-9.40,7.70
ligand_Maybridge_HitDiscoverCmpd39137_reduced,10,-11.13,7.65
ligand_Maybridge_HitDiscoverCmpd39139_reduced,10,-8.77,7.88
ligand_Maybridge_HitDiscoverCmpd3913_reduced,10,-8.79,6.50
ligand_Maybridge_HitDiscoverCmpd39141_reduced,10,-7.80,6.10
ligand_Maybridge_HitDiscoverCmpd39142_reduced,10,-8.25,7.61
ligand_Maybridge_HitDiscoverCmpd39143_reduced,10,-9.56,7.63
ligand_Maybridge_HitDiscoverCmpd39144_reduced,10,-9.82,7.91
ligand_Maybridge_HitDiscoverCmpd39145_reduced,10,-8.62,7.67
ligand_Maybridge_HitDiscoverCmpd39146_reduced,10,-9.63,7.59
ligand_Maybridge_HitDiscoverCmpd39147_reduced,10,-10.58,7.59
ligand_Maybridge_HitDiscoverCmpd39148_reduced,10,-9.25,6.80
ligand_Maybridge_HitDiscoverCmpd39149_reduced,10,-9.72,6.61
ligand_Maybridge_HitDiscoverCmpd3914_reduced,10,-6.61,5.73
ligand_Maybridge_HitDiscoverCmpd39151_reduced,10,-9.90,6.52
ligand_Maybridge_HitDiscoverCmpd39152_reduced,10,-12.02,8.31
ligand_Maybridge_HitDiscoverCmpd39153_reduced,10,-6.32,8.32
ligand_Maybridge_HitDiscoverCmpd39154_reduced,10,-8.02,7.61
